Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
High,Retail,1,1,7.988,4.502,0,0,0,0,0,0,0,1,1
Medium,IT,1,1,814.22,37.653,1,0,1,0,1,1,0,1,1
Medium,Education,1,1,9.867,1.183,0,0,0,0,1,0,0,1,1
Medium,Education,1,1,9.292,5.436,1,0,0,1,1,0,0,1,1
High,Retail,1,1,6.489,12.632,0,0,0,0,0,0,1,0,1
Low,Education,0,1,3.626,25.502,0,1,0,0,1,0,0,1,1
High,IT,0,1,7.648,3.32,0,1,0,1,1,0,0,0,1
Low,IT,0,1,3.806,10.695,0,0,1,0,0,1,1,1,1
Low,IT,1,1,6.017,2.349,0,0,0,0,0,1,1,1,1
High,Retail,1,1,6.251,43.672,0,1,0,1,1,1,0,1,1
High,Retail,1,1,6.862,34.8,0,1,1,0,1,1,1,0,1
Medium,Education,0,1,9.64,3.603,1,1,0,0,1,0,0,1,1
High,IT,0,0,1.007,2.627,0,0,0,0,0,0,1,1,1
High,Healthcare,0,1,9.017,4.069,0,0,1,1,0,1,0,1,1
High,IT,0,1,926.501,3.512,1,1,0,1,0,1,0,1,1
Medium,Education,1,1,9.312,15.385,0,1,0,0,0,1,0,1,1
High,IT,0,1,3.006,3.698,0,1,1,1,0,0,0,0,1
High,Healthcare,1,1,8.02,21.371,0,1,1,0,1,0,0,1,1
High,Education,0,1,440.708,5.346,0,0,0,0,0,1,0,1,1
Medium,Retail,1,1,9.018,34.127,0,0,1,1,1,1,0,1,1
Medium,Retail,1,1,38.137,7.782,1,0,0,0,1,1,0,1,1
High,Retail,0,1,7.639,54.503,1,0,0,1,0,1,0,1,1
Medium,Healthcare,0,1,9.095,3.804,0,1,1,1,0,0,0,0,1
High,IT,1,1,5.764,4.869,0,1,1,0,0,1,0,1,1
High,Education,1,0,992.343,865.301,1,0,1,1,1,1,0,0,1
High,Retail,0,1,9.013,5.443,0,0,0,0,1,0,0,1,1
Medium,IT,0,1,876.164,2.769,1,1,1,1,0,1,0,1,1
Low,Healthcare,1,1,9.396,413.459,0,0,0,0,0,0,0,1,1
Medium,IT,1,0,7.281,29.085,0,1,1,0,0,1,1,1,1
Medium,Education,1,1,8.303,30.68,0,0,0,1,0,0,0,1,1
Low,Retail,1,1,8.02,3.728,1,0,0,0,1,0,1,1,1
Low,Healthcare,0,1,7.974,4.115,0,0,0,0,0,1,0,1,1
Medium,Retail,0,1,6.655,39.596,1,0,0,0,1,0,0,1,1
High,IT,1,1,55.149,39.97,1,0,1,1,1,0,0,1,1
Low,IT,1,1,732.628,15.614,0,0,0,0,1,0,0,1,1
Low,Education,0,1,7.216,7.498,0,0,1,1,1,1,0,0,1
Medium,IT,1,1,6.526,4.347,0,0,1,1,1,1,0,1,1
Low,Education,0,1,9.704,4.656,1,1,1,0,0,1,0,1,1
Medium,Education,0,1,5.655,34.9,1,0,1,1,1,1,0,0,1
Low,Education,1,1,7.656,26.887,1,1,1,0,0,0,0,1,1
Medium,Education,0,1,10.332,4.226,0,1,1,1,0,1,0,1,1
Low,Retail,1,1,9.818,4.433,0,0,0,0,0,1,1,1,1
High,IT,1,1,10.432,5.952,1,0,1,0,1,1,0,0,1
Low,Retail,0,1,6.818,7.116,1,0,0,1,0,1,0,0,1
High,IT,0,0,9.568,6.215,1,0,0,1,1,0,0,1,1
High,Education,1,1,5.874,13.502,1,0,0,0,0,1,0,0,1
High,Healthcare,0,1,7.448,33.093,0,0,1,0,0,1,0,1,1
Low,Healthcare,1,0,7.636,4.503,0,0,0,0,1,1,0,1,1
Medium,IT,1,0,684.831,33.995,0,0,0,1,1,1,0,1,1
High,Retail,1,0,727.637,3.934,1,0,0,1,1,1,0,1,1
Medium,IT,1,1,7.013,7.822,0,1,0,0,0,1,0,0,1
Medium,Retail,0,0,603.521,5.371,1,0,1,0,0,1,0,1,1
Low,IT,0,1,9.712,1.186,1,1,1,1,0,0,0,1,1
Medium,Retail,0,1,7.635,1.641,0,0,1,1,0,1,1,1,1
Low,IT,1,1,8.402,2.477,1,0,0,0,0,1,0,1,1
High,IT,1,1,832.755,3.853,0,1,0,0,0,1,0,1,1
Medium,IT,0,1,8.109,15.659,0,0,0,0,1,0,0,1,1
Low,Retail,0,1,8.185,2.409,1,1,1,0,1,0,1,1,1
Medium,Education,1,1,73.891,57.234,1,1,0,1,0,0,1,0,1
Medium,Retail,1,1,10.836,38.314,1,0,1,0,1,1,0,0,1
Low,Healthcare,1,1,9.521,4.65,1,0,1,0,0,1,1,0,1
Medium,Retail,1,1,803.676,21.456,1,1,0,0,0,0,0,1,1
Low,Education,1,1,7.105,39.192,1,1,1,1,0,1,0,1,1
Medium,IT,1,1,77.623,3.796,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,8.835,28.07,0,0,0,0,0,1,0,0,1
Medium,Education,0,1,10.999,3.923,0,0,0,0,0,0,0,0,1
Medium,Healthcare,1,1,5.253,1.161,1,1,1,1,0,0,0,1,1
High,Education,0,1,9.319,4.657,1,1,1,0,1,0,0,1,1
Medium,Education,0,0,10.253,34.007,0,0,0,0,0,0,0,1,1
Medium,Retail,1,1,5.026,36.141,0,1,0,1,0,1,0,1,1
High,Retail,1,1,763.769,5.277,1,1,1,1,1,0,0,0,1
Low,Retail,1,1,5.87,4.648,1,0,0,0,1,1,1,0,1
Low,IT,0,1,8.861,3.522,1,0,0,0,1,1,0,0,1
High,Healthcare,1,1,7.283,232.512,1,0,1,1,1,1,0,1,1
Medium,Healthcare,1,1,7.739,59.929,1,0,1,0,1,0,0,1,1
High,IT,0,1,7.177,19.898,0,1,1,1,0,1,0,1,1
Medium,Healthcare,1,1,9.44,4.944,0,0,1,0,1,0,0,1,1
High,IT,1,1,8.458,16.039,0,1,0,0,1,1,0,1,1
Low,Retail,1,0,8.461,5.376,1,0,1,1,1,1,0,1,1
High,IT,1,1,8.321,55.159,0,0,0,0,1,1,1,1,1
High,Retail,1,1,9.144,1.131,1,0,1,0,1,1,0,0,1
Medium,Retail,1,0,7.476,4.674,1,0,1,0,1,1,0,0,1
Medium,Healthcare,1,1,11.401,4.549,0,0,1,1,1,0,1,1,1
Medium,Healthcare,0,1,5.53,50.545,1,1,0,0,1,1,0,1,1
Medium,IT,1,1,4.548,4.547,0,1,0,0,0,0,0,1,1
Medium,Retail,1,1,4.382,25.565,0,0,0,1,1,1,0,0,1
Medium,Education,0,1,38.408,36.741,0,0,0,1,1,1,0,0,1
High,Education,1,1,9.346,6.496,0,0,0,1,0,1,0,1,1
High,Retail,1,0,9.102,233.827,1,1,0,0,1,1,0,1,1
Medium,Retail,1,1,1.041,4.484,1,0,0,0,1,1,0,1,1
High,Healthcare,1,0,5.886,5.726,1,0,0,0,1,1,1,0,1
Low,Retail,0,0,9.49,25.138,1,0,0,1,1,1,0,1,1
Medium,Education,1,1,8.113,18.748,1,0,0,0,1,0,0,0,1
Medium,Education,0,1,8.333,2.1,1,0,0,0,0,0,0,0,1
High,Retail,0,1,9.251,4.592,1,1,1,0,0,1,0,1,1
Medium,Healthcare,1,1,64.874,2.088,0,0,0,1,0,1,1,1,1
Low,IT,0,1,13.174,37.969,1,0,0,0,1,1,0,1,1
Low,Education,1,1,10.663,605.69,1,1,1,0,0,0,0,1,1
Medium,Education,1,1,6.936,39.23,0,1,0,0,1,1,0,0,1
Medium,IT,1,1,5.818,28.332,0,0,1,1,1,0,0,1,1
High,IT,1,1,7.824,4.188,1,0,0,1,1,1,0,1,1
Medium,IT,0,1,8.364,3.896,1,1,0,0,0,1,0,1,1
Medium,Healthcare,0,1,10.131,46.789,0,1,1,0,1,0,0,0,1
High,Healthcare,1,1,5.662,6.428,0,0,0,1,0,1,0,0,1
Medium,Healthcare,1,1,8.57,4.595,0,0,1,1,1,0,0,1,1
High,Retail,1,1,4.941,7.05,0,0,1,0,0,1,0,1,1
High,Education,1,1,8.872,4.682,0,0,0,0,1,1,1,1,1
High,Retail,0,1,7.784,2.849,0,1,1,0,1,0,0,1,1
High,Healthcare,1,0,11.873,74.324,0,0,1,0,1,1,0,1,1
High,IT,1,1,4.907,38.127,0,0,1,1,1,1,0,1,1
Medium,IT,0,0,1.074,24.176,1,0,1,0,0,1,0,0,1
High,Healthcare,0,1,4.592,7.485,0,0,0,1,0,0,0,1,1
Low,Education,0,0,5.345,2.9,1,0,1,0,1,0,0,1,1
High,Retail,0,1,46.458,28.414,1,1,0,0,1,0,0,0,1
Low,IT,1,0,8.5,3.172,1,0,1,0,1,1,0,1,1
Medium,IT,0,1,5.652,4.246,0,1,1,0,0,0,0,1,1
High,Retail,0,1,53.033,53.962,0,1,1,1,0,1,0,0,1
Medium,Retail,0,0,840.553,26.812,1,1,0,1,0,0,0,0,1
Medium,Retail,1,1,8.903,5.389,1,0,0,0,1,1,1,1,1
Medium,IT,1,1,8.079,31.681,1,0,1,1,1,1,0,0,1
Medium,Education,0,1,76.755,33.806,0,0,1,1,0,1,0,1,1
Low,Retail,1,1,11.657,6.572,0,0,1,0,1,1,0,0,1
Low,Healthcare,0,1,829.167,43.199,0,0,0,0,0,0,1,1,1
Medium,Education,1,1,9.611,4.671,0,0,0,0,0,1,0,0,1
High,Retail,0,0,8.285,39.271,0,0,0,0,1,0,0,1,1
High,IT,1,1,5.804,5.145,0,0,0,0,1,0,0,0,1
Medium,Education,1,1,9.099,6.427,0,0,0,0,1,1,0,1,1
High,Retail,1,1,6.688,2.874,1,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,7.818,5.626,1,0,0,1,0,0,0,1,1
Low,Retail,1,1,8.61,6.32,0,1,0,0,0,1,1,1,1
High,Education,1,1,4.117,4.751,1,0,0,1,0,0,0,1,1
Medium,Healthcare,0,1,4.78,29.839,1,1,1,1,0,1,0,1,1
High,Retail,1,1,9.818,2.271,0,0,1,1,1,0,1,1,1
Medium,Healthcare,0,1,6.672,7.542,0,1,0,0,0,1,1,0,1
High,Retail,0,1,6.767,26.425,0,0,1,1,0,0,1,0,1
Low,IT,0,1,833.287,6.276,1,1,1,0,1,1,0,0,1
High,Healthcare,1,1,7.228,4.585,0,0,0,1,1,0,0,1,1
Low,Healthcare,1,1,883.517,70.687,0,1,1,0,1,1,0,0,1
Low,IT,1,1,7.897,35.226,0,0,0,0,1,0,0,1,1
Low,Education,0,1,8.397,15.886,1,1,0,1,0,1,0,1,1
Medium,IT,1,1,6.596,4.003,0,0,0,1,0,1,0,1,1
Medium,Retail,0,1,8.387,1.77,0,0,1,1,0,0,0,1,1
High,Healthcare,1,1,10.21,8.015,0,0,1,1,1,1,0,0,1
High,Retail,1,1,6.864,4.944,0,0,1,0,1,1,0,1,1
High,Healthcare,0,1,9.83,5.167,0,0,0,0,0,1,0,1,1
High,IT,1,0,7.896,5.168,0,0,1,1,0,0,1,0,1
High,Education,1,0,9.468,29.596,0,1,1,0,1,1,0,1,1
High,Healthcare,1,1,8.257,38.019,0,0,0,0,1,1,0,0,1
High,Retail,1,1,79.331,4.165,0,0,0,0,0,1,0,1,1
High,Retail,1,1,8.699,6.915,0,1,1,1,0,1,0,0,1
Medium,Retail,1,0,10.427,22.643,0,0,0,0,0,1,0,1,1
Medium,Education,1,1,847.219,2.907,0,1,1,1,1,1,0,0,1
Medium,Healthcare,0,1,8.957,34.556,0,0,1,1,1,1,0,1,1
Low,IT,1,1,7.263,29.895,0,0,0,0,1,1,0,1,1
Medium,Education,1,1,11.141,18.116,0,0,1,1,0,1,0,1,1
High,Education,0,1,9.28,5.705,1,1,0,1,1,1,0,0,1
Medium,Education,0,1,8.155,12.597,1,1,0,1,0,0,0,1,1
Medium,IT,1,1,7.754,5.648,0,0,1,0,1,0,1,1,1
High,Retail,1,0,9.955,39.876,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,6.787,5.253,1,1,0,0,0,1,0,1,1
Medium,Healthcare,1,1,4.434,3.126,1,0,0,0,0,1,0,1,1
Medium,IT,1,1,8.144,38.524,1,0,0,0,0,0,0,1,1
Medium,Retail,0,1,10.38,6.419,1,0,1,0,1,1,0,1,1
Medium,IT,1,1,11.182,6.329,1,1,0,0,1,1,0,1,1
Low,IT,1,1,77.854,5.412,0,0,1,1,1,0,0,1,1
Medium,Education,0,1,8.087,4.303,0,0,0,1,1,0,0,0,1
High,Education,1,1,903.906,4.776,0,0,1,0,0,0,0,1,1
High,IT,1,1,747.13,4.555,1,1,0,0,0,1,0,1,1
Medium,Retail,1,1,9.032,3.749,1,0,0,0,0,1,0,0,1
High,Retail,1,1,7.829,3.393,0,0,1,0,0,1,1,0,1
Medium,Healthcare,1,1,10.022,56.835,0,0,1,0,1,1,1,1,1
Medium,Retail,1,1,9.445,20.565,1,0,0,1,1,0,0,1,1
Low,Education,0,0,9.62,6.231,0,0,0,0,0,1,0,0,1
High,Education,0,1,7.589,35.868,1,1,0,0,1,1,0,1,1
Medium,Education,0,1,11.851,20.289,1,0,0,1,0,1,0,1,1
Low,Retail,1,1,8.967,31.817,0,0,1,0,1,1,0,0,1
Medium,Retail,1,1,8.494,26.883,0,0,0,0,0,1,0,0,1
High,Healthcare,1,0,6.478,3.136,1,0,0,0,0,1,0,1,1
Low,Education,1,1,7.805,31.09,0,0,0,1,0,1,0,1,1
High,Education,1,0,8.228,30.494,1,1,0,0,0,0,0,1,1
Medium,IT,1,1,64.246,35.38,1,0,0,1,0,1,0,1,1
Medium,Healthcare,1,0,7.415,3.902,1,1,1,0,0,0,1,0,1
Medium,Retail,1,1,7.668,5.145,1,1,0,0,1,1,0,0,1
Medium,Retail,1,0,8.111,363.257,0,0,0,1,1,1,0,1,1
Medium,Retail,0,1,4.474,4.489,1,0,0,1,0,0,0,1,1
Medium,Retail,1,1,77.294,4.011,0,0,1,0,0,1,0,0,1
Medium,Healthcare,0,1,7.245,4.81,1,0,1,0,0,1,0,1,1
Medium,Retail,0,1,7.958,407.001,0,0,1,0,1,1,1,1,1
Medium,Healthcare,0,1,10.07,3.029,1,1,0,0,1,0,0,1,1
Medium,Retail,1,1,12.104,26.227,1,1,0,0,0,1,1,0,1
Medium,Retail,1,1,9.356,4.315,1,0,0,0,0,1,0,1,1
Medium,IT,0,1,5.531,59.1,0,0,0,0,1,0,0,0,1
Low,IT,1,1,73.091,3.656,0,0,1,0,1,1,0,1,1
High,Retail,0,1,9.191,2.948,0,0,1,1,1,1,0,1,1
Medium,Healthcare,1,1,8.966,3.615,1,0,0,0,0,0,0,0,1
Medium,Healthcare,1,1,997.465,31.579,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,7.805,29.995,1,0,1,1,0,1,0,0,1
High,Healthcare,1,1,72.729,18.346,1,0,1,1,0,0,1,1,1
Low,Healthcare,1,1,11.504,3.633,0,0,1,0,0,1,0,0,1
High,Retail,0,1,8.117,4.353,1,1,1,0,1,1,1,0,1
Medium,Retail,1,0,59.666,2.377,0,0,0,0,0,0,1,0,1
Medium,Retail,1,1,10.95,2.682,0,1,1,0,0,0,0,1,1
Medium,IT,1,1,5.007,25.779,1,1,1,1,0,1,0,1,1
Medium,Education,0,1,1.009,19.199,1,0,1,1,0,1,0,1,1
Low,Healthcare,1,1,9.538,25.666,0,0,0,1,1,0,0,1,1
High,Retail,1,1,9.821,37.032,0,1,1,0,1,1,0,0,1
High,Retail,0,1,8.828,19.869,1,0,1,0,0,0,0,1,1
Medium,Education,1,1,53.95,37.936,1,0,0,0,1,0,1,1,1
Medium,Retail,1,1,7.882,29.447,1,1,0,0,1,0,1,0,1
Medium,Education,1,1,7.443,26.065,0,1,0,0,0,1,0,1,1
High,Education,1,1,6.925,4.565,1,0,1,0,1,1,0,1,1
Low,Retail,1,1,1.082,30.398,1,1,0,0,0,1,0,1,1
High,Education,1,1,5.906,3.294,1,1,0,1,1,1,0,0,1
Low,Healthcare,1,1,86.322,5.947,0,0,0,1,1,0,0,0,1
Medium,Retail,1,1,1.038,26.199,1,0,1,0,1,1,0,0,1
Medium,Healthcare,1,0,8.762,6.348,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,0,10.482,3.478,0,0,0,0,0,1,0,1,1
Low,Retail,1,1,9.127,22.957,0,0,1,0,1,0,0,0,1
Medium,Healthcare,1,1,8.858,3.169,1,0,0,0,1,1,1,1,1
High,Retail,1,1,8.733,4.103,0,0,0,1,0,0,0,0,1
Medium,Healthcare,0,0,92.268,5.881,1,1,0,1,1,1,1,1,1
Low,Education,0,1,7.228,5.198,0,1,0,0,1,0,0,1,1
Low,Retail,1,1,5.396,4.095,0,0,0,0,1,0,0,1,1
Medium,Education,1,1,9.908,5.889,1,0,1,1,0,1,0,0,1
Low,Retail,1,1,10.323,11.784,1,0,0,0,0,1,1,1,1
Low,Retail,1,1,8.503,4.374,0,0,1,0,1,1,1,1,1
Medium,Healthcare,1,0,690.324,4.464,1,0,0,1,0,1,0,1,1
Medium,IT,1,0,48.845,4.483,1,0,0,1,1,1,0,0,1
Medium,Healthcare,0,1,8.171,15.847,1,1,1,0,0,0,0,1,1
Medium,Healthcare,1,0,5.302,24.746,1,0,0,1,0,0,0,0,1
Medium,IT,1,1,5.022,37.502,0,0,1,0,0,0,0,1,1
Medium,Education,1,1,7.958,5.672,0,1,1,0,0,1,0,0,1
Medium,Healthcare,1,0,6.472,6.872,1,1,1,1,1,0,0,1,1
Medium,Retail,1,1,8.69,3.003,0,0,0,0,0,1,0,1,1
Low,IT,1,0,7.681,20.352,1,0,0,1,1,1,0,1,1
Medium,Retail,0,1,678.673,5.223,0,0,0,1,1,1,0,1,1
Medium,Education,1,1,4.59,79.215,0,0,0,0,0,1,0,1,1
Medium,Retail,0,0,6.294,56.604,0,0,0,1,1,1,0,1,1
Medium,Retail,1,1,6.367,28.77,1,0,1,1,1,0,0,1,1
High,IT,0,1,5.549,8.291,0,0,1,1,1,0,0,1,1
High,Education,0,0,734.191,503.019,0,1,1,0,1,1,1,0,1
Medium,IT,1,1,5.705,28.134,1,1,1,1,0,1,0,0,1
Low,Education,1,1,767.251,6.901,1,0,0,0,1,1,0,1,1
Medium,Healthcare,0,0,8.48,26.95,0,0,0,0,1,1,0,1,1
Low,IT,1,0,6.347,3.068,0,0,0,1,1,1,1,1,1
Medium,IT,1,1,885.081,5.089,0,0,0,0,1,0,0,0,1
High,Healthcare,0,1,5.277,39.626,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,5.775,4.055,1,0,0,0,0,0,0,0,1
Medium,Retail,1,1,7.773,4.058,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,9.374,5.671,1,1,0,0,1,1,0,1,1
Low,Retail,1,1,9.734,5.134,1,0,1,0,0,0,0,0,1
High,IT,1,1,11.224,4.426,0,1,1,0,0,1,1,0,1
Medium,IT,1,1,7.246,3.564,0,0,0,0,1,0,0,1,1
Medium,IT,0,0,7.744,2.871,1,1,1,0,0,0,1,1,1
Medium,Education,0,1,5.934,2.867,1,1,0,1,0,1,0,1,1
High,IT,1,1,5.492,4.433,1,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,8.457,28.023,1,1,0,0,0,0,0,1,1
Medium,Education,1,1,6.448,5.935,0,1,1,0,1,0,0,1,1
Medium,Retail,0,1,1.046,5.248,0,0,1,0,0,1,0,1,1
Medium,IT,0,1,5.075,3.712,1,1,0,0,0,1,0,1,1
Low,IT,1,1,8.972,18.831,0,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,5.988,5.232,0,0,1,0,0,0,0,1,1
Low,Education,0,0,6.359,59.647,0,0,0,0,0,1,1,1,1
High,IT,1,1,9.078,5.551,1,0,1,0,0,0,0,1,1
Medium,IT,1,1,66.482,25.469,1,1,0,0,1,1,0,1,1
High,Education,1,1,69.684,27.026,0,0,0,0,1,1,0,0,1
Medium,Healthcare,1,1,6.375,6.483,1,0,0,1,0,1,0,0,1
Low,Education,1,1,11.57,21.86,1,0,0,0,1,1,1,0,1
Medium,Healthcare,1,0,67.65,4.717,1,1,1,0,1,0,0,0,1
Medium,IT,1,1,8.103,13.333,1,0,1,1,1,1,0,1,1
Medium,Education,1,1,7.596,35.495,0,0,0,0,1,1,0,1,1
Medium,Retail,0,1,8.442,4.877,0,1,1,1,0,1,0,1,1
Low,Education,0,1,677.052,3.955,0,0,0,0,1,1,0,0,1
High,Retail,1,1,7.598,4.785,1,0,1,1,0,1,0,1,1
High,Retail,1,1,878.79,2.16,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,6.273,27.699,1,0,0,1,0,1,1,1,1
High,Retail,1,1,10.178,4.722,0,0,0,0,1,1,0,0,1
Low,Retail,0,1,10.37,5.045,1,0,0,1,0,1,0,1,1
Medium,Retail,0,1,9.212,4.329,1,1,0,0,1,1,0,1,1
Medium,Retail,1,1,8.139,5.42,1,1,0,0,0,1,0,1,1
Medium,IT,1,1,2.018,15.141,0,0,1,0,1,1,0,1,1
Medium,IT,1,1,8.848,33.007,0,1,0,1,1,1,1,0,1
Medium,Retail,1,1,7.217,6.734,0,0,0,0,0,1,0,1,1
Low,Healthcare,1,1,7.507,592.52,1,0,0,0,1,1,0,1,1
Low,IT,1,1,42.052,4.95,1,0,0,0,0,1,0,1,1
Low,Retail,0,0,8.987,37.669,0,0,0,1,0,0,0,0,1
High,Retail,1,1,5.102,5.552,0,0,0,1,0,1,0,0,1
Medium,Healthcare,1,0,8.236,464.371,0,0,1,0,0,0,1,1,1
High,Retail,0,1,9.809,17.238,1,1,0,0,1,1,0,0,1
Medium,Education,1,1,7.061,5.493,1,0,0,0,0,0,0,1,1
Low,Education,1,1,1.043,27.009,1,0,0,0,1,1,0,0,1
Medium,Education,0,1,6.506,5.139,1,0,0,1,0,1,0,0,1
Medium,IT,0,0,9.2,15.76,0,0,0,0,0,1,0,0,1
Medium,Retail,1,1,53.904,6.398,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,10.062,35.876,0,0,0,0,1,0,0,0,1
Medium,Retail,0,1,975.198,23.359,0,0,1,0,1,1,0,1,1
Medium,Education,0,1,893.671,2.967,1,1,1,1,0,1,1,1,1
Low,Retail,1,1,7.213,3.494,0,0,0,1,0,1,0,1,1
High,Retail,1,1,5.195,3.991,0,0,0,0,1,1,0,0,1
Medium,IT,1,1,7.218,5.977,1,0,1,0,0,1,0,1,1
Medium,Retail,0,1,10.22,4.105,0,0,0,0,0,0,0,1,1
High,Healthcare,1,1,825.992,7.436,0,0,1,1,1,1,0,0,1
Low,Healthcare,1,0,48.939,2.155,1,0,1,0,0,1,0,1,1
High,Retail,1,1,5.75,813.63,1,0,0,0,0,1,0,0,1
Medium,IT,1,1,1.05,4.203,0,1,0,1,1,0,0,1,1
Medium,Retail,1,0,8.975,5.426,1,1,0,0,1,1,0,0,1
High,Education,1,1,5.531,3.537,1,0,0,0,1,1,0,0,1
Medium,Healthcare,1,1,4.468,2.493,1,0,0,1,1,0,1,1,1
High,Education,1,1,67.499,32.78,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,4.297,4.192,1,1,0,1,0,1,0,1,1
Medium,Education,1,0,7.688,33.096,0,0,1,0,0,1,0,1,1
Medium,IT,1,1,12.903,6.877,0,1,0,0,0,1,0,1,1
High,Retail,0,1,4.806,3.075,1,0,1,0,0,1,0,1,1
Low,IT,1,1,762.794,24.177,1,1,1,1,1,0,0,1,1
High,Education,0,1,10.623,5.213,0,1,0,0,0,1,0,1,1
Medium,Retail,1,0,949.817,5.398,1,0,1,1,1,1,0,0,1
Medium,Healthcare,0,1,7.702,4.044,0,0,0,0,1,0,1,1,1
Low,Healthcare,1,1,7.707,30.967,1,0,1,1,0,0,0,1,1
High,IT,1,1,5.688,11.49,1,0,1,0,1,0,0,1,1
High,Healthcare,1,1,7.464,5.831,0,0,0,0,1,1,1,1,1
Medium,Education,1,1,848.688,5.302,1,1,0,1,1,0,1,1,1
High,IT,1,1,1.021,33.401,1,1,0,0,1,1,0,1,1
High,Education,1,1,6.759,408.935,0,1,1,0,0,1,0,1,1
Medium,IT,1,1,7.62,3.659,1,1,1,1,1,0,0,1,1
Medium,Education,0,1,6.101,644.309,0,0,0,1,1,1,0,1,1
Medium,IT,1,0,845.065,24.431,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,9.567,30.699,1,0,0,1,1,1,0,1,1
Medium,Education,0,0,925.929,29.249,1,0,0,0,1,1,0,1,1
High,Retail,1,1,5.659,4.465,0,0,0,1,0,1,0,1,1
Medium,IT,1,0,829.372,4.084,1,1,0,1,1,1,0,1,1
High,IT,1,0,6.645,4.3,0,0,0,1,0,1,1,0,1
High,Education,1,1,10.022,26.79,1,1,1,1,1,0,0,1,1
High,IT,0,1,7.677,62.273,0,0,0,0,1,1,0,1,1
Medium,IT,0,1,4.96,3.318,1,1,0,0,0,0,0,1,1
Medium,IT,0,1,7.56,5.781,1,0,0,1,0,1,1,1,1
High,IT,1,1,8.916,8.708,0,0,0,1,1,1,0,0,1
Low,Healthcare,0,1,8.488,26.899,0,0,0,0,0,0,1,0,1
High,IT,0,1,6.976,4.513,0,0,0,0,0,1,0,1,1
Medium,Education,1,1,6.829,38.025,1,0,0,0,0,1,1,1,1
Medium,IT,1,1,6.024,7.046,0,0,1,0,0,1,0,0,1
High,Education,1,1,72.105,357.901,1,1,0,0,0,1,1,0,1
Medium,IT,1,1,6.288,437.303,0,1,0,0,0,1,0,1,1
High,IT,1,1,994.017,434.03,0,1,1,0,1,0,0,1,1
Medium,Healthcare,1,0,61.977,3.849,1,0,0,1,0,1,0,1,1
Medium,Retail,1,1,8.244,5.133,1,0,1,1,0,1,0,1,1
Medium,IT,1,1,8.108,4.14,1,0,1,0,1,0,0,1,1
Medium,IT,1,0,9.891,4.722,1,0,1,0,1,0,0,1,1
Medium,Healthcare,1,1,10.178,4.32,1,0,0,0,0,0,0,1,1
High,IT,0,1,9.391,30.931,0,0,0,0,1,1,0,1,1
Low,Healthcare,1,1,870.585,35.965,0,0,1,1,0,0,0,1,1
Medium,Healthcare,0,1,5.902,483.313,0,0,0,0,0,1,1,1,1
High,Healthcare,1,0,5.862,48.27,1,0,0,0,1,1,0,0,1
Medium,Healthcare,0,1,6.308,5.867,0,0,0,0,1,1,0,1,1
Medium,Education,1,0,950.384,6.788,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,8.146,32.183,1,0,1,1,1,1,0,1,1
Medium,Retail,0,0,9.737,4.202,1,0,1,1,1,0,0,1,1
High,IT,1,1,10.005,37.098,0,0,1,0,1,1,1,1,1
Medium,IT,1,1,6.548,23.39,0,0,1,1,0,1,0,1,1
Low,IT,0,1,8.064,4.846,0,0,1,0,1,0,1,1,1
Low,Healthcare,1,0,797.401,5.166,0,1,1,1,1,0,0,1,1
Medium,Education,0,1,7.344,23.845,0,0,0,1,0,1,1,0,1
Medium,Retail,1,1,6.93,34.382,0,0,1,0,1,0,0,1,1
Low,IT,0,1,10.369,3.291,1,0,0,1,1,0,0,1,1
Medium,Education,1,1,8.103,1.737,1,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,8.026,39.454,1,0,0,1,0,0,0,1,1
Low,Retail,1,1,6.394,22.821,0,0,0,0,0,0,0,1,1
Medium,Education,1,0,9.35,4.238,1,0,0,0,0,1,0,0,1
Medium,IT,1,0,59.897,4.403,1,0,1,1,1,0,1,0,1
High,Retail,1,1,8.909,4.589,1,0,0,0,1,0,1,1,1
Medium,IT,1,1,8.964,466.198,1,0,1,0,0,0,0,0,1
High,IT,1,1,71.749,6.296,1,0,1,1,1,1,0,1,1
Medium,Healthcare,1,1,863.53,27.87,0,0,1,0,1,0,0,1,1
High,Retail,1,0,8.371,28.622,1,0,1,1,1,1,0,0,1
